Nombre_x,Precio_x,Media,Total_puntos,posicion,equipo,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
J. Bellingham,24262000,10.2,173,mediocentro,Real Madrid Club de Fútbol,13.0,1025.0,11.0,2.0,1.0,1.0,6.0,24.0,18.0,59.0,136.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T. Kubo,20904000,8.2,147,mediocentro,Real Sociedad de Fútbol,14.0,970.0,5.0,2.0,7.0,14.0,1.0,16.0,10.0,52.0,162.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Griezmann,24384000,7.6,144,delantero,Club Atlético de Madrid,13.0,1071.0,9.0,1.0,3.0,16.0,6.0,14.0,14.0,46.0,164.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
I. Williams,18358000,7.7,139,delantero,Athletic Club,15.0,1233.0,6.0,3.0,6.0,12.0,13.0,21.0,22.0,70.0,235.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
I. Williams,18358000,7.7,139,delantero,Athletic Club,14.0,1260.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,121.0,112.0,0.0,25.0,0.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0
B. Mayoral,16992000,7.3,138,delantero,Getafe Club de Fútbol,14.0,1170.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,123.0,182.0,0.0,17.0,0.0,46.0,0.0,2.0,0.0,0.0,1.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,14.0,1260.0,3.0,4.0,5.0,38.0,27.0,3.0,5.0,102.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,13.0,1098.0,1.0,0.0,1.0,0.0,19.0,5.0,5.0,84.0,113.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,13.0,649.0,0.0,4.0,6.0,3.0,20.0,5.0,3.0,38.0,80.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,14.0,688.0,2.0,0.0,1.0,1.0,8.0,8.0,12.0,24.0,98.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,12.0,400.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,27.0,33.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A. García,20771000,7.2,137,mediocentro,Girona Fútbol Club,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Dovbyk,16928000,7.2,130,delantero,Girona Fútbol Club,12.0,704.0,6.0,4.0,4.0,0.0,5.0,4.0,15.0,5.0,61.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Á. Valles,16058000,6.7,128,portero,Unión Deportiva Las Palmas,13.0,1047.0,4.0,4.0,5.0,8.0,2.0,30.0,9.0,71.0,183.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pepelu,15714000,6.7,127,mediocentro,Valencia Club de Fútbol,14.0,1087.0,1.0,4.0,9.0,27.0,3.0,13.0,13.0,40.0,176.0,2.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
A. Budimir,15660000,6.7,127,delantero,Club Atlético Osasuna,14.0,966.0,1.0,3.0,4.0,2.0,1.0,20.0,1.0,59.0,142.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Isco,19605000,7.0,126,mediocentro,Real Betis Balompié,14.0,1144.0,2.0,2.0,7.0,33.0,2.0,28.0,15.0,68.0,245.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Sávio,18030000,6.5,123,delantero,Girona Fútbol Club,,,,,,,,,,,,,,,,,,,,,
M. Zubimendi,16692000,6.4,122,mediocentro,Real Sociedad de Fútbol,14.0,1157.0,2.0,1.0,1.0,0.0,24.0,3.0,4.0,97.0,116.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Rodrygo,19338000,6.2,117,delantero,Real Madrid Club de Fútbol,14.0,969.0,5.0,4.0,2.0,7.0,1.0,28.0,16.0,36.0,129.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Á. Morata,16644000,6.4,116,delantero,Club Atlético de Madrid,13.0,937.0,5.0,2.0,2.0,16.0,0.0,33.0,16.0,40.0,185.0,0.0,26.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
B. Zaragoza,11133000,6.2,111,mediocentro,Granada Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
K. Rodríguez,15190000,6.1,110,mediocentro,Unión Deportiva Las Palmas,10.0,900.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,57.0,56.0,0.0,7.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
K. Rodríguez,15190000,6.1,110,mediocentro,Unión Deportiva Las Palmas,14.0,625.0,3.0,0.0,2.0,3.0,4.0,7.0,6.0,27.0,96.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
K. Rodríguez,15190000,6.1,110,mediocentro,Unión Deportiva Las Palmas,14.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
K. Rodríguez,15190000,6.1,110,mediocentro,Unión Deportiva Las Palmas,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. Strand Larsen,12852000,5.8,110,delantero,Real Club Celta de Vigo,12.0,1040.0,0.0,0.0,0.0,0.0,46.0,10.0,0.0,86.0,103.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
F. Valverde,20115000,5.7,108,mediocentro,Real Madrid Club de Fútbol,14.0,1118.0,1.0,2.0,4.0,2.0,9.0,12.0,7.0,85.0,119.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
F. Valverde,20115000,5.7,108,mediocentro,Real Madrid Club de Fútbol,9.0,582.0,1.0,1.0,1.0,4.0,12.0,2.0,2.0,38.0,87.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T. Kroos,18097000,5.7,108,mediocentro,Real Madrid Club de Fútbol,13.0,1045.0,2.0,2.0,2.0,3.0,13.0,6.0,7.0,72.0,139.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G. Guruzeta,14643000,5.7,108,delantero,Athletic Club,12.0,903.0,7.0,1.0,1.0,1.0,13.0,6.0,15.0,24.0,81.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
C. Ramos,10317000,5.5,105,delantero,Cádiz Club de Fútbol,14.0,976.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,72.0,79.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
C. Ramos,10317000,5.5,105,delantero,Cádiz Club de Fútbol,5.0,180.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G. Moreno,18341000,6.5,104,delantero,Villarreal Club de Fútbol,11.0,804.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,36.0,61.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
N. Williams,17801000,6.4,103,mediocentro,Athletic Club,15.0,1233.0,6.0,3.0,6.0,12.0,13.0,21.0,22.0,70.0,235.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
N. Williams,17801000,6.4,103,mediocentro,Athletic Club,14.0,1260.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,121.0,112.0,0.0,25.0,0.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0
M. Oyarzabal,15116000,5.7,103,delantero,Real Sociedad de Fútbol,14.0,883.0,7.0,1.0,1.0,1.0,5.0,2.0,14.0,30.0,83.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
İ. Gündoğan,17817000,5.4,102,mediocentro,Fútbol Club Barcelona,,,,,,,,,,,,,,,,,,,,,
A. Remiro,11957000,5.3,100,portero,Real Sociedad de Fútbol,14.0,1260.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,104.0,127.0,0.0,17.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0
U. Simón,10982000,5.3,100,portero,Athletic Club,14.0,1085.0,8.0,1.0,1.0,5.0,10.0,14.0,16.0,32.0,127.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
H. Duro,10560000,5.3,100,delantero,Valencia Club de Fútbol,14.0,1140.0,6.0,2.0,3.0,0.0,7.0,7.0,13.0,36.0,105.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
G. Mamardashvili,10247000,5.2,98,portero,Valencia Club de Fútbol,14.0,1260.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,105.0,157.0,0.0,18.0,0.0,36.0,1.0,1.0,0.0,0.0,1.0,0.0
B. Méndez,15078000,5.7,97,mediocentro,Real Sociedad de Fútbol,10.0,866.0,2.0,1.0,3.0,5.0,10.0,26.0,4.0,76.0,170.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
I. Martín,13043000,5.4,97,mediocentro,Girona Fútbol Club,11.0,705.0,2.0,2.0,4.0,9.0,6.0,7.0,6.0,37.0,100.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A. Pérez,12845000,5.4,97,delantero,Real Betis Balompié,14.0,1235.0,2.0,0.0,1.0,17.0,26.0,7.0,5.0,106.0,185.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A. Pérez,12845000,5.4,97,delantero,Real Betis Balompié,14.0,748.0,5.0,2.0,2.0,1.0,4.0,4.0,16.0,22.0,71.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Pérez,12845000,5.4,97,delantero,Real Betis Balompié,13.0,380.0,1.0,0.0,0.0,1.0,4.0,2.0,4.0,26.0,73.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A. Pérez,12845000,5.4,97,delantero,Real Betis Balompié,9.0,237.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,18.0,37.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A. Pérez,12845000,5.4,97,delantero,Real Betis Balompié,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Arribas,11043000,5.1,96,mediocentro,Unión Deportiva Almería,13.0,893.0,3.0,0.0,0.0,1.0,7.0,8.0,5.0,45.0,83.0,0.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
F. Jörgensen,10347000,5.1,96,portero,Villarreal Club de Fútbol,13.0,1170.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,80.0,35.0,0.0,13.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
L. Rioja,10241000,5.1,96,mediocentro,Deportivo Alavés,14.0,1108.0,1.0,3.0,6.0,19.0,12.0,16.0,10.0,66.0,187.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
D. Carvajal,15064000,6.8,95,defensa,Real Madrid Club de Fútbol,13.0,1159.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,144.0,195.0,0.0,20.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
Y. Couto,12222000,5.3,95,defensa,Girona Fútbol Club,12.0,615.0,0.0,1.0,1.0,13.0,5.0,3.0,0.0,38.0,110.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M. Gutiérrez,13063000,5.2,93,defensa,Girona Fútbol Club,14.0,1152.0,2.0,0.0,0.0,3.0,6.0,13.0,4.0,107.0,161.0,0.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
I. Palazón,12991000,4.8,92,mediocentro,Rayo Vallecano de Madrid,,,,,,,,,,,,,,,,,,,,,
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,14.0,1260.0,3.0,4.0,5.0,38.0,27.0,3.0,5.0,102.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,13.0,1098.0,1.0,0.0,1.0,0.0,19.0,5.0,5.0,84.0,113.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,13.0,649.0,0.0,4.0,6.0,3.0,20.0,5.0,3.0,38.0,80.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,14.0,688.0,2.0,0.0,1.0,1.0,8.0,8.0,12.0,24.0,98.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,12.0,400.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,27.0,33.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Á. García,8990000,5.4,91,mediocentro,Rayo Vallecano de Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M. Roca,11337000,5.0,90,mediocentro,Real Betis Balompié,13.0,980.0,3.0,1.0,1.0,1.0,19.0,12.0,8.0,41.0,140.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
F. Lejeune,12094000,4.7,90,defensa,Rayo Vallecano de Madrid,13.0,979.0,6.0,1.0,2.0,0.0,13.0,14.0,11.0,22.0,127.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ó. Mingueza,10343000,4.7,90,defensa,Real Club Celta de Vigo,14.0,1215.0,0.0,1.0,1.0,0.0,55.0,4.0,2.0,89.0,121.0,0.0,33.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
P. Rajković,8465000,4.7,90,portero,Real Club Deportivo Mallorca,,,,,,,,,,,,,,,,,,,,,
J. Oblak,10879000,4.7,89,portero,Club Atlético de Madrid,13.0,1001.0,4.0,0.0,2.0,5.0,26.0,12.0,8.0,74.0,116.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
S. Costa,9796000,4.7,89,mediocentro,Real Club Deportivo Mallorca,11.0,655.0,6.0,0.0,1.0,1.0,7.0,1.0,10.0,15.0,65.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S. Costa,9796000,4.7,89,mediocentro,Real Club Deportivo Mallorca,13.0,229.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G. Pezzella,11683000,4.9,88,defensa,Real Betis Balompié,14.0,1140.0,0.0,0.0,0.0,0.0,68.0,2.0,2.0,96.0,103.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
J. Bamba,9292000,4.9,88,delantero,Real Club Celta de Vigo,14.0,971.0,7.0,1.0,2.0,1.0,3.0,4.0,16.0,26.0,113.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
A. Rüdiger,14830000,4.8,87,defensa,Real Madrid Club de Fútbol,11.0,915.0,2.0,0.0,0.0,0.0,31.0,1.0,4.0,81.0,79.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
C. Stuani,5792000,4.8,87,delantero,Girona Fútbol Club,13.0,990.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,78.0,133.0,0.0,28.0,0.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0
D. Blind,11816000,4.6,87,defensa,Girona Fútbol Club,14.0,1117.0,3.0,1.0,1.0,0.0,14.0,23.0,8.0,91.0,185.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
D. Vivian,10261000,4.6,87,defensa,Athletic Club,12.0,941.0,0.0,1.0,2.0,2.0,29.0,0.0,4.0,69.0,84.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
S. Dimitrievski,7511000,4.6,87,portero,Rayo Vallecano de Madrid,14.0,1260.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,114.0,183.0,0.0,18.0,0.0,55.0,0.0,1.0,0.0,0.0,1.0,0.0
S. Lino,14649000,5.7,86,mediocentro,Club Atlético de Madrid,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y. Herrera,11017000,5.7,86,mediocentro,Girona Fútbol Club,11.0,729.0,1.0,5.0,6.0,17.0,2.0,26.0,5.0,49.0,154.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Y. Herrera,11017000,5.7,86,mediocentro,Girona Fútbol Club,14.0,1103.0,0.0,0.0,2.0,4.0,33.0,7.0,1.0,112.0,217.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Y. Herrera,11017000,5.7,86,mediocentro,Girona Fútbol Club,8.0,479.0,0.0,0.0,0.0,3.0,4.0,9.0,4.0,34.0,65.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Y. Herrera,11017000,5.7,86,mediocentro,Girona Fútbol Club,14.0,93.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y. Herrera,11017000,5.7,86,mediocentro,Girona Fútbol Club,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Lewandowski,20994000,5.1,86,delantero,Fútbol Club Barcelona,12.0,927.0,7.0,3.0,2.0,1.0,4.0,6.0,16.0,17.0,121.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
O. Sancet,14696000,5.1,86,mediocentro,Athletic Club,13.0,1081.0,0.0,2.0,0.0,1.0,38.0,5.0,0.0,63.0,102.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L. Yamal,10378000,4.5,86,delantero,Fútbol Club Barcelona,13.0,967.0,1.0,1.0,2.0,9.0,5.0,18.0,9.0,69.0,229.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
P. Gazzaniga,10335000,4.5,86,portero,Girona Fútbol Club,14.0,801.0,1.0,4.0,4.0,23.0,4.0,1.0,10.0,55.0,87.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
N. Maksimović,9896000,4.5,86,mediocentro,Getafe Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
J. Ledesma,9994000,5.3,85,portero,Cádiz Club de Fútbol,13.0,1170.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,103.0,125.0,0.0,16.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0
L. Ocampos,11184000,4.7,85,delantero,Sevilla Fútbol Club,14.0,414.0,4.0,1.0,1.0,0.0,2.0,4.0,6.0,10.0,54.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Witsel,10736000,4.7,85,defensa,Club Atlético de Madrid,12.0,1010.0,1.0,0.0,1.0,0.0,37.0,0.0,2.0,66.0,63.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Soria,10078000,4.5,85,portero,Getafe Club de Fútbol,14.0,1144.0,5.0,3.0,5.0,10.0,12.0,19.0,20.0,63.0,217.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
D. López,11109000,5.6,84,defensa,Girona Fútbol Club,14.0,813.0,3.0,1.0,2.0,3.0,2.0,20.0,10.0,51.0,179.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. López,11109000,5.6,84,defensa,Girona Fútbol Club,11.0,473.0,2.0,2.0,4.0,2.0,6.0,9.0,6.0,32.0,70.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D. López,11109000,5.6,84,defensa,Girona Fútbol Club,14.0,505.0,0.0,2.0,5.0,4.0,2.0,7.0,3.0,41.0,86.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D. López,11109000,5.6,84,defensa,Girona Fútbol Club,13.0,791.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,46.0,53.0,0.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
I. Aspas,17571000,4.7,84,delantero,Real Club Celta de Vigo,13.0,1170.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,81.0,82.0,0.0,12.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0
M. Greenwood,12089000,5.5,83,delantero,Getafe Club de Fútbol,11.0,920.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,68.0,78.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
V. Tsygankov,14504000,5.9,82,mediocentro,Girona Fútbol Club,12.0,887.0,1.0,5.0,6.0,22.0,1.0,5.0,10.0,52.0,167.0,0.0,20.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
R. Alcaraz,4127000,4.6,82,mediocentro,Cádiz Club de Fútbol,14.0,899.0,0.0,1.0,0.0,5.0,8.0,4.0,2.0,48.0,118.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
M. Llorente,10543000,4.3,82,mediocentro,Club Atlético de Madrid,10.0,584.0,0.0,2.0,3.0,2.0,1.0,9.0,5.0,58.0,94.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
H. Traoré,9807000,4.3,82,defensa,Real Sociedad de Fútbol,14.0,1146.0,0.0,0.0,0.0,0.0,64.0,1.0,2.0,84.0,98.0,0.0,22.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
V. Muriqi,12454000,6.8,81,delantero,Real Club Deportivo Mallorca,12.0,942.0,1.0,0.0,2.0,10.0,19.0,4.0,1.0,69.0,152.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F. Torres,8080000,4.5,81,delantero,Fútbol Club Barcelona,12.0,948.0,1.0,0.0,0.0,0.0,42.0,1.0,1.0,65.0,66.0,0.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
F. Torres,8080000,4.5,81,delantero,Fútbol Club Barcelona,11.0,559.0,0.0,0.0,1.0,5.0,0.0,3.0,2.0,45.0,85.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
J. Guridi,4146000,4.5,81,mediocentro,Deportivo Alavés,14.0,1017.0,1.0,1.0,1.0,15.0,8.0,12.0,5.0,56.0,141.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
M. Uzuni,3324000,4.3,81,delantero,Granada Club de Fútbol,13.0,653.0,1.0,3.0,2.0,2.0,12.0,11.0,3.0,69.0,92.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
J. Cancelo,16261000,5.0,80,defensa,Fútbol Club Barcelona,14.0,1258.0,0.0,1.0,0.0,0.0,59.0,1.0,8.0,89.0,147.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
R. De Paul,11692000,5.0,80,mediocentro,Club Atlético de Madrid,14.0,1156.0,1.0,1.0,2.0,0.0,2.0,12.0,3.0,78.0,164.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
J. Guerra,8999000,4.7,80,mediocentro,Valencia Club de Fútbol,14.0,1078.0,2.0,1.0,1.0,15.0,19.0,12.0,16.0,74.0,215.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
S. Cardona,11393000,4.4,80,defensa,Unión Deportiva Las Palmas,14.0,705.0,1.0,0.0,0.0,1.0,25.0,9.0,7.0,65.0,79.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
I. Zubeldia,10038000,4.4,80,defensa,Real Sociedad de Fútbol,12.0,638.0,1.0,2.0,1.0,20.0,3.0,2.0,5.0,30.0,124.0,0.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
