Nombre_x,Precio_x,Media,Total_puntos,posicion,equipo,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
V. Roque,10231000,1.0,1,delantero,Fútbol Club Barcelona,,,,,,,,,,,,,,,,,,,,,
M. Jauregizar,209000,1.0,1,mediocentro,Athletic Club,,,,,,,,,,,,,,,,,,,,,
C. Tárrega,205000,1.0,1,defensa,Valencia Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
H. Álvarez,167000,1.0,1,mediocentro,Real Club Celta de Vigo,,,,,,,,,,,,,,,,,,,,,
S. Clúa,163000,1.0,1,mediocentro,Girona Fútbol Club,,,,,,,,,,,,,,,,,,,,,
J. Ángel Pozo,160000,1.0,1,mediocentro,Rayo Vallecano de Madrid,12.0,400.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,27.0,79.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. Ángel Pozo,160000,1.0,1,mediocentro,Rayo Vallecano de Madrid,5.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P. Nolaskoain,160000,1.0,1,defensa,Athletic Club,,,,,,,,,,,,,,,,,,,,,
Marcão,270000,0.5,1,defensa,Sevilla Fútbol Club,,,,,,,,,,,,,,,,,,,,,
A. Güler,3009000,0.0,0,mediocentro,Real Madrid Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
L. Agoumé,1200000,0.0,0,mediocentro,Sevilla Fútbol Club,,,,,,,,,,,,,,,,,,,,,
J. Cardoso,1092000,0.0,0,mediocentro,Real Betis Balompié,,,,,,,,,,,,,,,,,,,,,
I. Moriba,846000,0.0,0,mediocentro,Getafe Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
Jailson,834000,0.0,0,mediocentro,Real Club Celta de Vigo,,,,,,,,,,,,,,,,,,,,,
K. Piatkowski,562000,0.0,0,defensa,Granada Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
T. Courtois,368000,0.0,0,portero,Real Madrid Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
M. Svidersky,210000,0.0,0,mediocentro,Unión Deportiva Almería,,,,,,,,,,,,,,,,,,,,,
J. Agirrezabala,208000,0.0,0,portero,Athletic Club,,,,,,,,,,,,,,,,,,,,,
D. Cárdenas,207000,0.0,0,portero,Rayo Vallecano de Madrid,,,,,,,,,,,,,,,,,,,,,
D. Brašanac,203000,0.0,0,mediocentro,Club Atlético Osasuna,,,,,,,,,,,,,,,,,,,,,
M. Merquelanz,189000,0.0,0,mediocentro,Real Sociedad de Fútbol,,,,,,,,,,,,,,,,,,,,,
N. Maraš,187000,0.0,0,defensa,Deportivo Alavés,,,,,,,,,,,,,,,,,,,,,
P. Cuéllar,187000,0.0,0,portero,Real Club Deportivo Mallorca,,,,,,,,,,,,,,,,,,,,,
A. Escandell,177000,0.0,0,portero,Unión Deportiva Las Palmas,,,,,,,,,,,,,,,,,,,,,
J. García,176000,0.0,0,delantero,Girona Fútbol Club,14.0,1260.0,3.0,4.0,5.0,38.0,27.0,3.0,5.0,102.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,13.0,1098.0,1.0,0.0,1.0,0.0,19.0,5.0,5.0,84.0,113.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,13.0,649.0,0.0,4.0,6.0,3.0,20.0,5.0,3.0,38.0,80.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,14.0,688.0,2.0,0.0,1.0,1.0,8.0,8.0,12.0,24.0,98.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,12.0,400.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,27.0,33.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J. García,176000,0.0,0,delantero,Girona Fútbol Club,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. Marchesín,172000,0.0,0,portero,Real Club Celta de Vigo,,,,,,,,,,,,,,,,,,,,,
M. Pascual,172000,0.0,0,defensa,Rayo Vallecano de Madrid,,,,,,,,,,,,,,,,,,,,,
J. Carlos Martín,171000,0.0,0,portero,Girona Fútbol Club,11.0,705.0,2.0,2.0,4.0,9.0,6.0,7.0,6.0,37.0,100.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vitolo,171000,0.0,0,mediocentro,Club Atlético de Madrid,,,,,,,,,,,,,,,,,,,,,
D. Fuzato,166000,0.0,0,portero,Getafe Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
M. Tejón,166000,0.0,0,mediocentro,Valencia Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
F. Gattoni,165000,0.0,0,defensa,Sevilla Fútbol Club,,,,,,,,,,,,,,,,,,,,,
A. López,164000,0.0,0,portero,Granada Club de Fútbol,14.0,813.0,3.0,1.0,2.0,3.0,2.0,20.0,10.0,51.0,179.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A. López,164000,0.0,0,portero,Granada Club de Fútbol,11.0,473.0,2.0,2.0,4.0,2.0,6.0,9.0,6.0,32.0,70.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A. López,164000,0.0,0,portero,Granada Club de Fútbol,14.0,505.0,0.0,2.0,5.0,4.0,2.0,7.0,3.0,41.0,86.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A. López,164000,0.0,0,portero,Granada Club de Fútbol,13.0,791.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,46.0,53.0,0.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,14.0,1260.0,3.0,4.0,5.0,38.0,27.0,3.0,5.0,102.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,13.0,1098.0,1.0,0.0,1.0,0.0,19.0,5.0,5.0,84.0,113.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,13.0,649.0,0.0,4.0,6.0,3.0,20.0,5.0,3.0,38.0,80.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,14.0,688.0,2.0,0.0,1.0,1.0,8.0,8.0,12.0,24.0,98.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,12.0,400.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,27.0,33.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,14.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B. García,160000,0.0,0,mediocentro,Girona Fútbol Club,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C. Rivero,160000,0.0,0,portero,Valencia Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
D. Greif,160000,0.0,0,portero,Real Club Deportivo Mallorca,,,,,,,,,,,,,,,,,,,,,
F. González,160000,0.0,0,mediocentro,Unión Deportiva Las Palmas,14.0,833.0,0.0,0.0,0.0,5.0,11.0,3.0,2.0,57.0,121.0,0.0,12.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
F. González,160000,0.0,0,mediocentro,Unión Deportiva Las Palmas,5.0,267.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,23.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F. González,160000,0.0,0,mediocentro,Unión Deportiva Las Palmas,9.0,31.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I. Grbić,160000,0.0,0,portero,Club Atlético de Madrid,,,,,,,,,,,,,,,,,,,,,
J. Doménech,160000,0.0,0,portero,Valencia Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
J. Owono,160000,0.0,0,portero,Deportivo Alavés,,,,,,,,,,,,,,,,,,,,,
M. Calderón,160000,0.0,0,mediocentro,Cádiz Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
P. Marín,160000,0.0,0,mediocentro,Real Sociedad de Fútbol,13.0,546.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,45.0,57.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P. Reina,160000,0.0,0,portero,Villarreal Club de Fútbol,,,,,,,,,,,,,,,,,,,,,
T. Fuidias,160000,0.0,0,portero,Girona Fútbol Club,,,,,,,,,,,,,,,,,,,,,
T. Villa,160000,0.0,0,mediocentro,Girona Fútbol Club,,,,,,,,,,,,,,,,,,,,,
U. Ropero,160000,0.0,0,mediocentro,Deportivo Alavés,,,,,,,,,,,,,,,,,,,,,
D. Sinkgraven,160000,-0.6,-3,defensa,Unión Deportiva Las Palmas,10.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Sinkgraven,160000,-0.6,-3,defensa,Unión Deportiva Las Palmas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
