Nombre,Equipo,Precio,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Bigas,Elche CF,1.502.506€,65,25,1555,1,0,0,1,76,2,3,89,141,0,26,0,0,0,6,0,0,0,0
Verdú,Elche CF,1.502.076€,64,31,1387,0,0,0,0,59,0,0,72,122,0,14,0,0,1,11,0,0,0,0
Alcácer,Villarreal CF,1.502.798€,64,26,789,1,3,2,1,1,5,7,33,81,0,11,0,0,0,1,0,0,0,0
Tello,Real Betis,1.502.070€,63,35,806,2,2,2,4,6,8,9,59,133,0,14,0,0,0,2,0,0,0,0
Luis Hernández,Cádiz CF,1.514.605€,62,15,1350,0,0,0,2,32,0,2,82,181,0,13,0,0,0,5,0,0,0,0
Kevin Vázquez,RC Celta,1.504.597€,62,35,1330,0,1,1,6,26,11,1,108,238,0,15,0,0,1,3,0,0,0,0
Mingueza,FC Barcelona,1.601.036€,62,35,891,0,1,3,9,18,6,1,53,118,0,10,0,0,0,2,0,0,0,0
Alcaraz,Cádiz CF,1.526.583€,61,13,1076,2,0,0,7,12,9,6,93,146,0,12,0,0,1,7,0,0,0,0
Aihen,Real Sociedad,1.502.540€,61,31,1344,0,0,0,8,28,14,0,97,243,0,18,0,0,0,2,1,0,0,0
Fer Niño,RCD Mallorca,1.502.331€,60,35,879,2,0,0,1,14,9,13,34,115,0,20,0,0,0,2,0,1,0,0
Montiel,Sevilla FC,1.505.944€,60,29,1069,1,2,3,7,16,3,1,78,183,0,11,0,0,0,7,0,0,0,0
Rekik,Sevilla FC,1.502.266€,60,22,1094,0,2,0,2,20,5,0,72,112,0,8,0,0,0,2,0,0,0,0
Domingos Duarte,Granada CF,1.540.471€,59,25,1689,1,0,1,1,79,1,1,115,178,0,31,1,0,3,7,0,0,0,0
Jesús Vázquez,Valencia CF,1.507.568€,58,34,812,0,0,0,3,14,24,1,69,147,0,12,0,0,0,0,0,0,0,0
Cote,C.A. Osasuna,1.502.068€,58,35,1082,1,1,4,14,19,20,3,88,239,0,20,1,0,0,2,0,0,0,0
Florentino,Getafe CF,1.502.091€,58,35,984,0,1,0,0,8,5,1,96,127,0,15,0,0,0,2,0,0,0,0
De la Fuente,D. Alavés,1.502.068€,58,34,826,1,1,1,1,7,12,5,33,119,0,13,0,0,0,2,0,1,0,0
Victor Díaz,Granada CF,1.508.211€,58,34,1504,1,0,0,4,68,3,2,89,191,0,30,0,0,0,5,0,0,0,0
Radoja,Levante UD,1.502.068€,57,32,1222,0,0,1,1,15,11,1,101,121,0,27,0,0,1,3,0,1,0,0
Melendo,RCD Espanyol,1.502.503€,56,38,996,0,0,2,0,9,15,0,58,75,0,20,0,0,0,0,0,0,0,0
Joaquín,Real Betis,1.557.293€,56,33,455,0,1,2,12,6,17,3,32,90,0,5,0,0,0,0,0,0,0,0
Aridane,C.A. Osasuna,1.559.258€,56,21,1158,0,0,0,1,68,2,0,87,117,0,22,0,0,0,1,0,0,0,1
Rochina,Granada CF,1.502.088€,56,18,727,1,3,2,10,3,14,5,51,169,0,12,0,0,0,3,0,0,0,0
Vilhena,RCD Espanyol,1.521.644€,55,16,930,1,1,2,11,11,11,4,43,141,0,15,0,0,0,4,0,0,0,0
Zaldua,Real Sociedad,1.502.068€,54,35,1171,0,0,1,6,32,3,3,65,167,0,17,0,0,0,6,0,0,0,0
Marcelo,Real Madrid,1.600.809€,54,24,522,0,2,1,6,10,8,3,34,90,0,0,0,0,0,0,0,0,0,0
Amath,RCD Mallorca,1.502.070€,53,23,883,0,1,1,1,6,15,3,42,104,0,13,0,0,0,5,0,0,0,0
Okay,Getafe CF,1.503.283€,53,33,596,0,0,0,0,22,7,1,54,56,0,4,0,0,0,1,0,0,0,0
Oier,C.A. Osasuna,1.502.897€,53,38,750,1,0,0,2,9,2,1,57,112,0,15,0,0,0,3,0,0,0,0
David Lopez,RCD Espanyol,1.508.350€,52,26,743,0,0,1,0,26,1,4,65,82,0,7,0,0,0,1,0,0,0,0
Abdón,RCD Mallorca,1.511.581€,52,38,632,3,0,1,0,5,6,7,21,96,0,14,0,0,0,4,0,0,0,0
Hélder Costa,Valencia CF,1.502.127€,52,33,1117,0,1,1,13,7,22,2,63,204,0,23,0,0,0,3,0,0,0,0
Hazard,Real Madrid,1.728.557€,51,29,713,0,1,2,2,0,24,7,26,88,0,10,0,0,0,2,0,0,0,0
Isco,Real Madrid,1.555.057€,51,28,323,1,0,3,2,0,16,3,21,58,0,2,0,0,0,1,0,0,0,0
Perea,Cádiz CF,1.502.070€,50,30,775,0,1,1,9,4,28,4,64,177,0,16,0,0,0,2,0,0,0,0
Murillo,RC Celta,1.502.590€,49,32,1115,0,0,0,0,33,3,2,78,84,0,20,1,0,1,5,0,0,0,0
Martín Aguirregabiria,D. Alavés,1.502.068€,49,37,1617,0,1,0,14,29,14,0,103,286,0,31,0,0,1,4,0,0,0,0
Calero,RCD Espanyol,1.502.068€,49,31,1089,0,0,0,0,64,4,0,59,113,0,17,0,0,1,3,0,0,0,0
Wu Lei,RCD Espanyol,1.507.597€,48,37,459,1,0,3,2,3,1,5,20,42,0,7,0,0,0,0,0,0,0,0
Soldado,Levante UD,1.504.425€,48,25,660,3,2,2,1,7,3,8,9,70,0,15,1,0,0,5,1,0,0,0
Reinildo,Atlético de Madrid,5.536.400€,48,12,915,0,0,0,0,21,3,0,80,94,0,8,0,0,1,4,0,0,0,0
Kike Pérez,Elche CF,1.504.923€,48,16,517,2,0,2,3,4,9,5,42,104,0,6,0,0,0,1,0,0,0,0
Guevara,Real Sociedad,1.502.070€,47,38,868,0,0,0,0,8,3,0,81,99,0,10,0,0,1,2,0,0,0,0
Pellistri,D. Alavés,1.502.079€,47,34,641,0,0,0,1,5,10,2,38,96,0,9,0,0,0,0,0,0,0,0
Solari,RC Celta,1.503.437€,46,33,697,0,0,1,7,9,8,1,69,199,0,13,0,0,0,5,0,0,0,0
Lenglet,FC Barcelona,1.529.956€,46,35,817,0,1,2,0,19,1,1,75,81,0,12,0,0,1,4,0,0,0,0
Miranda,Real Betis,1.503.017€,46,30,782,0,2,2,5,20,3,2,50,143,0,6,0,0,0,3,0,0,0,0
Riqui Puig,FC Barcelona,1.530.906€,46,38,475,1,0,0,0,1,5,3,45,56,0,4,0,0,0,0,0,0,0,0
Ximo,D. Alavés,1.502.499€,46,23,1350,0,0,1,1,53,4,3,102,208,0,23,1,0,2,4,0,0,0,0
Jason,D. Alavés,1.503.685€,46,33,753,0,1,1,28,5,8,2,52,152,0,13,0,0,1,3,0,0,0,0
Barrenetxea,Real Sociedad,1.502.333€,45,12,549,1,1,2,0,3,14,3,40,118,0,8,0,0,0,0,0,0,0,0
Jovic,Real Madrid,1.519.737€,45,27,358,1,3,3,0,4,3,5,10,34,0,2,0,0,0,1,0,0,0,0
Uzuni,Granada CF,1.508.984€,45,16,856,1,1,2,4,7,9,3,65,125,0,19,0,0,1,4,0,0,0,0
Aurier,Villarreal CF,1.503.067€,45,17,859,0,0,0,5,21,13,1,54,122,0,9,0,0,1,4,0,0,0,0
Bryan Gil,Valencia CF,4.868.262€,45,15,756,0,1,2,9,3,16,2,55,164,0,7,0,0,0,3,0,0,0,0
Villalibre,Athletic Club,1.515.123€,44,22,538,2,0,0,0,7,4,7,19,83,0,8,0,0,0,0,0,0,0,0
Dmitrovic,Sevilla FC,1.514.281€,44,37,540,0,0,0,0,4,0,0,54,40,0,5,0,15,0,0,0,0,0,0
Ruibal,Real Betis,1.502.070€,44,36,857,0,0,2,2,5,13,3,49,137,0,11,0,0,0,6,0,0,0,0
Ansu Fati,FC Barcelona,28.575.477€,44,10,331,4,0,1,1,0,3,8,10,61,0,4,0,0,0,0,0,1,0,0
Miazga,D. Alavés,1.502.329€,43,31,741,0,0,0,0,46,0,2,44,76,0,12,0,0,0,1,0,0,0,0
Mata,Getafe CF,1.502.070€,43,26,661,1,0,1,1,5,4,3,21,119,0,9,0,0,0,7,0,0,0,0
Sergio Rico,RCD Mallorca,1.536.314€,43,16,1170,0,0,0,0,8,0,0,86,109,0,28,0,26,0,0,0,0,1,0
Mustafi,Levante UD,1.502.111€,43,12,658,1,0,0,0,42,2,2,43,85,0,12,0,0,0,1,0,0,0,0
Cheryshev,Valencia CF,1.502.131€,43,29,555,0,1,1,3,9,6,5,41,90,0,9,0,0,0,1,0,1,0,0
Augustinsson,Sevilla FC,1.502.104€,42,35,788,0,1,1,10,18,2,2,47,129,0,13,0,0,0,3,0,0,0,0
Adama,FC Barcelona,6.218.099€,42,17,378,0,2,2,10,2,22,3,23,78,0,7,0,0,0,0,0,0,0,0
Petrovic,Granada CF,1.505.025€,42,15,917,0,1,0,1,11,9,2,67,99,0,23,0,0,0,5,0,0,0,0
Loren,RCD Espanyol,1.502.068€,40,38,558,1,0,1,1,8,4,3,19,68,0,10,0,0,0,0,0,0,0,0
Mario Suárez,Rayo Vallecano,1.503.473€,40,37,709,0,0,0,0,35,4,3,63,83,0,15,0,0,1,2,0,0,0,0
Sylla,Rayo Vallecano,1.516.954€,39,34,605,0,0,0,2,8,6,1,21,95,0,15,0,0,0,3,0,0,0,0
Soro,Granada CF,1.502.185€,38,34,575,0,0,2,1,2,5,4,40,91,0,14,0,0,0,0,0,0,0,0
Mario,Villarreal CF,1.502.070€,38,38,621,0,0,1,2,14,3,1,36,86,0,8,0,0,0,1,0,0,0,0
Ilaix,Valencia CF,1.520.673€,38,14,817,0,0,1,1,13,6,5,64,109,0,11,0,0,0,7,1,0,0,0
Sabaly,Real Betis,1.507.811€,37,17,789,0,1,0,2,15,6,1,50,120,0,8,0,0,0,1,0,0,0,0
Bacca,Granada CF,1.502.090€,37,34,505,0,1,1,0,4,6,2,13,54,0,9,0,0,0,3,0,1,0,0
Munir,Sevilla FC,1.502.068€,37,33,468,2,0,1,2,2,2,7,30,61,0,6,0,0,0,3,0,0,0,0
Ezequiel Ponce,Elche CF,1.514.697€,36,13,662,1,0,0,0,6,13,5,30,94,0,7,1,0,0,1,0,0,0,0
Manu Vallejo,D. Alavés,1.502.070€,36,37,454,1,1,1,8,3,2,3,19,81,0,16,0,0,0,3,0,0,0,0
Sergi Roberto,FC Barcelona,1.502.137€,34,10,400,2,1,0,2,6,3,4,28,35,0,7,0,0,0,1,0,0,0,0
Postigo,Levante UD,1.502.069€,34,20,849,0,0,0,0,45,0,0,57,64,0,23,0,0,0,3,0,0,0,0
San Emeterio,Cádiz CF,1.504.926€,34,10,656,0,0,2,0,3,0,0,43,63,0,8,0,0,0,3,0,0,0,0
Clerc,Levante UD,1.502.070€,34,24,1517,0,0,0,10,28,24,0,124,242,0,37,0,0,0,6,0,0,0,0
Jankto,Getafe CF,1.502.104€,33,24,538,0,2,2,4,7,4,0,39,97,0,10,1,0,0,1,0,0,0,0
Ceballos,Real Madrid,1.704.900€,31,16,268,0,0,0,1,1,5,4,29,38,0,2,0,0,0,1,0,0,0,0
Nico Serrano,Athletic Club,1.502.435€,31,30,308,1,0,0,4,1,4,4,28,64,0,6,0,0,0,0,0,0,0,0
Asenjo,Villarreal CF,1.518.585€,31,36,540,0,0,0,0,6,0,0,64,43,0,9,0,19,0,1,0,0,0,0
Paul Akouokou,Real Betis,1.502.068€,31,27,517,0,0,0,1,7,6,0,54,50,0,3,1,0,0,2,0,0,0,0
Dimata,RCD Espanyol,1.502.070€,30,31,534,0,0,1,0,7,6,0,16,64,0,10,0,0,0,0,0,0,0,0
Cala,Cádiz CF,1.507.395€,30,35,945,0,0,1,0,56,1,0,55,85,0,20,0,0,2,6,1,0,0,0
Carlos Domínguez,RC Celta,1.502.070€,30,31,341,0,0,0,0,18,1,0,26,38,0,2,0,0,1,1,0,0,0,0
Tenaglia,D. Alavés,1.519.977€,30,16,1072,0,0,0,2,32,8,1,92,204,0,21,0,0,1,2,0,0,0,0
Juan Iglesias,Getafe CF,1.502.535€,30,38,709,0,1,1,10,21,5,0,62,191,0,14,0,0,0,1,0,0,0,0
Abde,FC Barcelona,1.505.342€,30,9,450,1,0,2,1,0,21,2,28,91,0,7,0,0,0,2,0,0,0,0
Lato,Valencia CF,1.502.068€,29,15,591,0,1,1,4,12,7,0,59,97,0,9,0,0,0,5,0,0,0,0
Mariano,Real Madrid,1.532.663€,29,24,340,1,1,4,0,3,6,4,5,33,0,4,0,0,0,2,0,0,0,0
Barragán,Elche CF,1.502.313€,29,34,1022,0,0,0,3,33,0,0,71,130,0,20,0,0,2,5,0,0,0,0
Arzamendia,Cádiz CF,1.502.070€,29,34,462,1,0,0,6,6,2,1,40,90,0,7,0,0,0,2,0,0,0,0
Martín Cáceres,Levante UD,1.502.978€,28,13,669,0,0,0,1,14,1,0,54,71,0,13,0,0,0,2,0,0,0,0
Maras,Rayo Vallecano,1.503.799€,28,17,670,0,0,0,0,34,1,0,33,57,0,12,0,0,0,3,0,0,0,0
Gonzalo Villar,Getafe CF,1.513.218€,27,17,291,0,1,1,0,0,7,2,20,35,0,6,0,0,0,0,0,0,0,0
Jose Mari,Cádiz CF,1.502.751€,26,15,383,0,0,0,0,2,1,2,32,40,0,3,0,0,0,1,1,0,0,0
Jon Pacheco,Real Sociedad,1.502.068€,26,34,366,0,0,0,0,18,0,0,22,40,0,3,0,0,0,1,0,0,0,0
Lobete,Real Sociedad,1.503.238€,26,21,251,1,0,0,0,1,4,1,15,38,0,3,0,0,0,0,0,0,0,0
Illarramendi,Real Sociedad,1.504.593€,26,22,377,0,0,0,2,12,4,0,42,53,0,5,0,0,0,1,0,0,0,0
Vallejo,Real Madrid,1.760.523€,26,31,341,0,0,0,0,15,2,0,26,33,0,2,0,0,1,1,0,0,0,0
Luca,Rayo Vallecano,1.514.997€,25,37,646,0,0,0,0,4,2,0,64,59,0,13,1,24,1,0,0,0,0,0
Franquesa,Levante UD,1.502.068€,25,33,616,0,0,0,1,9,10,0,35,97,0,12,0,0,0,1,0,0,0,0
Braithwaite,FC Barcelona,1.541.170€,25,19,236,2,1,2,0,1,2,3,8,27,0,4,0,0,0,0,0,0,0,0
Pastore,Elche CF,1.502.078€,25,26,523,0,0,2,3,2,7,3,30,96,0,10,1,0,0,2,0,0,0,0
Martial,Sevilla FC,2.385.722€,24,9,495,0,1,0,1,3,7,3,7,71,0,2,0,0,0,1,0,0,0,0
Giovanni González,RCD Mallorca,1.505.000€,24,17,362,1,0,1,1,13,3,1,24,61,0,9,0,0,0,1,0,0,0,0
Suso,Sevilla FC,1.502.099€,23,9,388,0,1,1,2,0,7,3,13,60,0,6,0,0,0,0,0,0,0,0
Montoya,Real Betis,1.502.694€,23,14,519,0,1,2,1,16,0,2,39,75,0,8,0,0,0,2,0,0,0,0
Fran Merida,RCD Espanyol,1.502.330€,22,35,262,0,0,0,3,1,8,0,36,64,0,5,1,0,0,2,0,0,0,0
Arias,Granada CF,1.502.091€,22,20,433,1,0,0,3,8,3,1,30,81,0,9,0,0,0,1,0,0,0,0
Eteki,Granada CF,1.502.740€,22,26,337,0,0,0,0,6,1,0,26,46,0,6,0,0,0,3,0,0,0,0
Cabaco,Getafe CF,1.502.068€,21,23,403,0,1,1,0,8,0,0,17,60,0,5,0,0,0,2,1,0,0,1
Guridi,Real Sociedad,1.514.212€,21,24,200,1,0,0,0,4,5,1,12,33,0,4,0,0,0,0,0,0,0,0
Chapela,Cádiz CF,1.502.068€,21,19,399,0,0,0,0,5,3,0,26,47,0,9,0,0,0,0,0,0,0,0
Petxarroman,Athletic Club,1.502.489€,21,36,399,0,0,1,0,6,3,1,32,93,0,8,0,0,0,4,0,0,0,0
Rubén Peña,C.A. Osasuna,1.502.068€,20,25,127,0,0,2,2,1,2,2,16,25,0,0,0,0,0,1,0,0,0,0
Unai Nuñez,Athletic Club,1.502.088€,20,33,620,0,0,0,1,21,3,1,55,56,0,11,0,0,1,2,0,0,0,0
Turrientes,Real Sociedad,1.502.068€,20,20,201,0,0,0,1,2,7,2,16,20,0,2,0,0,0,1,0,0,0,0
Mario H,Rayo Vallecano,1.502.068€,20,35,394,1,0,0,3,6,2,1,22,83,0,6,0,0,0,3,0,0,0,0
Jaume Domenech,Valencia CF,1.509.624€,19,32,342,0,0,0,0,4,0,0,28,41,0,4,0,8,0,2,0,0,0,0
Merquelanz,Rayo Vallecano,1.502.071€,18,4,175,0,0,2,6,1,3,0,7,37,0,1,0,0,0,0,0,0,0,0
Isma Ruiz,Granada CF,1.502.230€,18,30,281,0,0,0,0,2,2,1,22,21,0,5,0,0,0,1,0,0,0,0
Mat Ryan,Real Sociedad,1.516.896€,18,35,270,0,0,0,0,5,0,0,29,40,0,5,0,10,0,0,0,0,0,0
Miguel Gutiérrez,Real Madrid,1.502.523€,18,10,262,0,1,1,2,2,6,0,18,23,0,3,0,0,0,1,0,0,0,0
Koba Leïn,Valencia CF,1.502.068€,16,23,174,0,0,0,0,4,2,0,12,28,0,5,0,0,0,1,0,0,0,0
Lucas Olaza,Elche CF,1.508.109€,16,15,293,1,0,1,1,5,2,1,29,55,0,4,0,0,0,1,0,0,0,0
Arezo,Granada CF,1.516.283€,16,16,156,0,0,0,0,1,2,3,4,35,0,5,0,0,0,1,0,0,0,0
Lunin,Real Madrid,1.558.743€,16,34,180,0,0,0,0,3,0,0,16,10,0,2,0,7,1,0,0,0,1,0
Agirrezabala,Athletic Club,1.516.818€,16,13,270,0,0,0,0,4,0,0,19,16,0,5,0,13,0,0,0,0,0,0
Cömert,Valencia CF,1.505.338€,16,16,409,0,0,0,0,6,0,1,26,35,0,6,0,0,1,2,0,0,0,0
Coke,Levante UD,1.502.068€,15,38,114,1,0,0,0,7,2,1,10,14,0,2,0,0,0,1,0,0,0,0
Robert Navarro,Real Sociedad,1.502.072€,15,17,198,0,0,0,0,2,7,4,17,33,0,3,0,0,0,0,0,0,0,0
Guidetti,D. Alavés,1.502.068€,15,24,274,0,0,0,1,0,3,2,7,32,0,7,0,0,0,2,0,1,0,0
Aarón Escandell,Granada CF,1.507.646€,15,36,283,0,0,0,0,5,0,0,38,56,0,6,1,10,0,1,0,0,0,0
Neto,FC Barcelona,1.514.803€,14,36,270,0,0,0,0,3,0,0,26,24,0,4,0,10,0,0,0,0,0,0
Dani Raba,Granada CF,1.502.007€,14,24,107,0,0,1,2,2,1,0,8,34,0,4,0,0,0,1,0,0,0,0
Sivera,D. Alavés,1.509.565€,13,37,276,0,0,0,0,2,0,0,26,41,0,4,0,12,0,1,0,0,0,0
Ramalho,C.A. Osasuna,1.502.068€,13,26,245,0,0,0,0,9,0,0,21,44,0,2,0,0,0,0,0,0,0,0
Saracchi,Levante UD,1.535.834€,13,10,186,0,1,1,2,7,2,0,19,25,0,4,0,0,0,2,0,0,0,0
Kevin Rodrigues,Rayo Vallecano,1.502.074€,12,37,433,0,0,0,1,4,2,0,39,87,0,13,0,0,0,0,0,0,0,0
Raúl Torrente,Granada CF,1.512.568€,12,7,392,0,0,0,0,18,1,0,32,57,0,8,0,0,2,3,0,1,0,0
Javi López,D. Alavés,1.502.068€,12,30,458,0,0,0,4,11,2,0,17,81,0,12,0,0,0,2,0,0,0,0
Clément Grenier,RCD Mallorca,1.521.262€,12,10,56,1,0,0,0,1,0,1,4,14,0,0,0,0,0,1,0,0,0,0
Orbelín,RC Celta,1.509.963€,11,17,92,0,0,0,0,1,1,1,12,15,0,1,0,0,0,0,0,0,0,0
Camarasa,Real Betis,1.502.068€,11,9,102,0,0,0,0,2,0,0,8,13,0,2,0,0,0,0,0,0,0,0
Oier,RCD Espanyol,1.514.093€,11,24,135,0,0,0,0,0,0,0,15,19,0,1,0,7,0,0,0,0,0,0
Álex Balde,FC Barcelona,1.504.395€,11,17,187,0,0,0,2,0,1,0,13,25,0,4,0,0,0,0,0,0,0,0
Dídac,RCD Espanyol,1.502.068€,11,32,196,0,0,0,0,8,1,0,11,23,0,4,0,0,0,3,0,0,0,0
Vitolo,Getafe CF,1.508.096€,10,22,216,0,0,0,0,1,5,0,8,33,0,3,0,0,0,0,0,0,0,0
Lainez,Real Betis,1.502.070€,10,28,135,0,0,0,0,1,6,1,10,28,0,2,0,0,0,0,0,0,0,0
Hoppe,RCD Mallorca,1.502.084€,10,25,128,0,1,0,0,0,0,0,5,21,0,5,0,0,0,0,0,0,0,0
Fali,Cádiz CF,1.530.080€,10,2,180,0,0,0,0,9,0,0,10,8,0,2,0,0,0,0,0,0,0,0
Kike Hermoso,Real Betis,1.503.392€,10,2,90,1,0,0,0,4,1,1,5,12,0,1,0,0,0,0,0,0,0,0
Iván Romero,Sevilla FC,1.502.068€,9,24,177,0,0,0,0,0,3,0,5,24,0,1,0,0,0,0,0,0,0,0
Jonathan Silva,Getafe CF,1.502.071€,8,22,220,0,0,0,1,7,1,1,19,37,0,8,0,0,0,4,0,0,0,0
John Nwankwo,Elche CF,1.502.068€,8,11,180,0,0,0,0,3,1,1,15,13,0,2,0,0,0,0,0,0,0,0
Vukcevic,Levante UD,1.502.068€,8,32,113,0,0,0,0,1,1,0,15,15,0,3,0,0,0,1,0,0,0,0
Barbero,C.A. Osasuna,1.502.068€,7,28,16,0,0,0,0,1,0,0,0,10,0,3,0,0,0,0,0,0,0,0
Andone,Cádiz CF,1.502.073€,7,18,151,0,0,0,0,1,2,1,3,17,0,5,0,0,0,1,0,0,0,0
Javi Serrano,Atlético de Madrid,1.509.648€,5,19,66,0,0,0,0,2,0,0,7,11,0,0,1,0,0,1,0,0,0,0
Juan Pérez,C.A. Osasuna,1.512.357€,4,33,180,0,0,0,0,2,0,0,12,21,0,3,0,2,0,0,0,0,0,0
Javi Díaz,Sevilla FC,1.512.104€,4,33,90,0,0,0,0,0,0,0,5,6,0,1,0,1,0,0,0,0,0,0
Greif,RCD Mallorca,1.511.984€,3,14,90,0,0,0,0,0,0,0,10,11,0,3,0,3,0,0,0,0,0,0
Unai Dufur,C.A. Osasuna,1.502.068€,3,5,90,0,0,0,0,4,0,0,12,14,0,2,0,0,0,0,0,0,0,0
ABlanco,Real Madrid,1.519.625€,3,14,30,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0
JGarcía,RCD Espanyol,1.513.117€,3,31,107,0,0,0,0,1,0,0,15,7,0,3,0,0,0,0,0,0,0,0
Diego Conde,Getafe CF,1.515.561€,2,36,5,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
Miguelón,RCD Espanyol,1.503.381€,2,29,70,0,0,0,0,2,2,0,6,17,0,2,0,0,0,0,0,0,0,0
Umtiti,FC Barcelona,1.548.692€,2,23,90,0,0,0,0,4,0,0,6,7,0,2,0,0,0,1,0,0,0,0
JCarmona,Sevilla FC,1.504.492€,2,14,23,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0
Saúl García,D. Alavés,1.503.341€,1,22,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Capa,Athletic Club,1.502.070€,1,30,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J Moreno,Rayo Vallecano,1.504.487€,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Robles,Real Betis,1.517.728€,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnau Tenas,FC Barcelona,1.516.565€,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iker Recio,Rayo Vallecano,1.513.141€,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlamaqui,Valencia CF,1.502.068€,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseda,Valencia CF,1.502.078€,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGálvez,RCD Mallorca,1.502.068€,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane Sarr,Granada CF,1.516.497€,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Gil,Cádiz CF,1.509.192€,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Blanco,RC Celta,1.511.683€,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuidias,Real Madrid,1.510.998€,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flere,Cádiz CF,1.507.974€,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastón,Getafe CF,1.509.862€,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gori,RCD Espanyol,1.502.068€,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APastor,Sevilla FC,1.514.034€,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayesa,Real Sociedad,1.511.903€,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POrtiz,Sevilla FC,1.502.068€,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abqar,D. Alavés,1.502.104€,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Areso,C.A. Osasuna,1.506.261€,0,18,188,0,0,0,0,3,0,0,6,31,0,5,0,0,0,1,0,0,0,0
Fran Delgado,Real Betis,1.502.068€,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Yáñez,Getafe CF,1.511.414€,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yassin Fekir,Real Betis,1.518.164€,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecomte,Atlético de Madrid,1.505.915€,-1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ayesa,Real Sociedad,1.511.903€,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POrtiz,Sevilla FC,1.502.068€,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abqar,D. Alavés,1.502.104€,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Areso,C.A. Osasuna,1.506.261€,0,18,188,0,0,0,0,3,0,0,6,31,0,5,0,0,0,1,0,0,0,0
Fran Delgado,Real Betis,1.502.068€,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R Yáñez,Getafe CF,1.511.414€,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yassin Fekir,Real Betis,1.518.164€,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecomte,Atlético de Madrid,1.505.915€,-1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
