Nombre,Equipo,Precio,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Sobrino,Cádiz CF,1.158.890€,136,34,2470,3,2,3,3,15,26,13,187,312,0,27,0,0,0,11,0,0,0,0
Modric,Real Madrid,24.461.174€,135,34,1746,4,3,9,16,6,19,6,99,257,0,20,0,0,0,7,0,0,0,0
Yeray,Athletic Club,16.024.893€,135,30,2337,1,1,3,4,102,5,1,241,277,0,30,1,0,2,7,0,0,0,0
Valjent,RCD Mallorca,4.963.190€,135,33,2659,0,0,1,2,128,0,2,146,244,0,33,0,0,1,8,0,0,0,0
Chimy Ávila,C.A. Osasuna,9.197.450€,135,33,1724,8,2,4,18,14,16,25,64,311,1,17,1,0,0,6,0,0,0,0
Correa,Atlético de Madrid,3.795.517€,135,36,1449,9,1,6,5,5,21,19,72,239,0,15,1,0,0,2,0,0,0,0
Nahuel Molina,Atlético de Madrid,21.666.670€,134,34,2871,4,2,4,28,43,21,7,174,542,0,28,1,0,0,7,0,0,0,0
Witsel,Atlético de Madrid,6.883.708€,134,37,2254,0,0,1,0,74,3,0,142,110,0,27,1,0,0,2,0,0,0,0
Bongonda,Cádiz CF,1.356.352€,133,35,1951,4,3,3,11,8,39,15,102,298,0,25,0,0,0,2,0,0,0,0
Embarba,UD Almería,1.125.790€,133,35,1508,4,3,4,37,6,46,22,110,351,0,28,0,0,0,3,1,0,0,0
Moncayola,C.A. Osasuna,1.314.937€,133,37,2445,1,3,1,16,28,4,9,203,369,0,36,0,0,0,6,0,1,0,0
Budimir,C.A. Osasuna,1.314.402€,133,37,1808,8,0,1,0,19,15,21,41,221,0,19,0,0,0,5,0,1,0,0
Vivian,Athletic Club,8.238.207€,132,33,2373,1,0,2,0,82,3,2,238,321,0,24,1,0,0,7,0,0,0,0
De Galarreta,RCD Mallorca,1.218.920€,132,30,2454,0,1,2,17,18,17,2,221,269,0,25,0,0,1,12,0,0,0,0
Lejeune,Rayo Vallecano,12.364.849€,132,35,2569,4,0,0,1,121,5,15,138,313,0,37,2,0,1,4,1,0,0,1
Muniain,Athletic Club,7.544.127€,132,32,1692,0,3,5,45,2,35,7,88,296,0,18,0,0,0,2,0,0,0,0
Aimar Oroz,C.A. Osasuna,1.476.560€,131,32,1934,2,6,3,0,4,26,8,127,286,0,23,0,0,0,6,0,0,0,0
Braithwaite,RCD Espanyol,3.623.312€,131,31,2469,10,2,3,2,11,14,26,63,254,0,46,1,0,0,5,0,0,0,0
Babic,UD Almería,1.600.872€,130,37,2999,3,0,0,1,119,4,5,165,221,0,56,0,0,0,5,0,0,0,0
Araújo,FC Barcelona,62.972.963€,130,24,1804,0,2,1,1,38,9,1,105,168,0,5,1,0,0,6,0,0,0,1
Luis Hernández,Cádiz CF,1.179.820€,129,36,3149,0,0,0,4,142,2,1,181,416,0,46,0,0,0,6,1,0,0,0
Óscar Valentín,Rayo Vallecano,1.231.595€,129,34,2564,0,0,0,1,25,6,1,249,266,0,33,0,0,0,11,0,0,0,0
Melero,UD Almería,1.407.516€,129,29,1876,4,3,2,0,19,19,11,104,176,0,28,0,0,0,5,0,0,0,0
Luiz Henrique,Real Betis,10.482.407€,128,34,1784,1,3,4,9,13,53,17,138,315,0,25,0,0,0,6,0,0,0,0
Capoue,Villarreal CF,4.776.049€,128,29,1958,3,0,3,1,19,29,14,133,192,0,26,0,0,0,4,0,0,0,0
Rodrigo Ely,UD Almería,1.974.900€,128,36,3158,0,1,1,1,202,5,2,172,298,0,61,0,0,0,8,1,0,0,1
EnNesyri,Sevilla FC,9.148.129€,127,37,1657,8,1,3,1,16,3,23,32,160,0,22,0,0,0,4,0,0,0,0
Iza,Cádiz CF,1.260.768€,126,29,2202,0,1,2,24,68,13,2,155,254,0,23,3,0,1,4,0,0,0,0
Aitor Fdez.,C.A. Osasuna,1.249.273€,126,38,1890,0,0,0,0,29,0,0,197,278,0,19,0,59,0,1,0,0,0,0
Copete,RCD Mallorca,3.262.638€,125,34,2215,1,0,0,1,100,19,1,156,232,0,26,1,0,1,7,0,0,0,0
Djené,Getafe CF,2.380.057€,125,33,2844,0,1,0,10,74,13,1,243,311,0,39,1,0,2,10,0,0,0,0
Jordi Alba,FC Barcelona,5.001.116€,125,36,1419,2,3,12,27,14,6,4,130,261,0,8,0,0,0,4,1,0,0,0
Kike Pérez,Real Valladolid,1.153.216€,125,37,2316,1,2,3,14,25,30,12,206,408,0,44,0,0,0,9,0,0,0,0
Gayá,Valencia CF,8.330.536€,124,32,2714,1,3,10,47,38,20,9,190,491,1,37,0,0,0,4,0,1,0,0
Edgar,Real Betis,2.893.640€,122,35,1770,0,0,2,0,120,2,3,105,107,0,20,0,0,0,4,2,0,0,0
Domingos Duarte,Getafe CF,2.893.889€,121,36,2657,0,2,1,0,139,4,4,164,225,0,40,0,0,2,9,1,0,0,1
Albiol,Villarreal CF,8.403.355€,121,27,2119,0,0,0,0,107,5,1,119,187,0,23,0,0,0,6,0,0,0,0
Monchu,Real Valladolid,1.086.207€,121,36,2028,3,2,5,27,19,9,11,137,274,0,41,0,0,1,9,0,0,0,0
Santi Bueno,Girona FC,1.277.842€,121,34,3012,0,1,1,1,100,2,3,181,255,0,48,0,0,1,5,1,2,0,0
Iván Martín,Girona FC,1.211.295€,121,31,1590,3,3,6,8,11,27,8,95,193,0,25,0,0,0,2,0,1,0,0
Tete Morente,Elche CF,1.304.859€,120,36,2074,4,0,1,14,25,31,16,125,317,0,33,0,0,1,5,0,1,0,0
Gerard,Villarreal CF,33.986.048€,120,22,1231,7,3,5,1,11,26,23,45,205,1,9,0,0,0,3,0,0,0,0
Pepe Reina,Villarreal CF,2.203.616€,119,34,1980,0,0,0,0,10,1,0,181,168,0,27,0,61,0,2,0,0,0,0
Arnau Mtnez.,Girona FC,1.434.057€,119,36,2736,3,4,6,19,44,22,4,198,371,0,49,0,0,1,11,0,0,0,0
Óliver Torres,Sevilla FC,1.428.155€,118,38,2148,3,1,3,16,6,16,9,157,337,0,31,0,0,0,2,0,0,0,0
Lamela,Sevilla FC,1.240.638€,118,35,1845,6,0,2,6,2,32,24,112,325,0,29,0,0,0,8,1,0,0,0
Christensen,FC Barcelona,42.795.683€,117,26,1704,1,1,1,0,46,0,5,126,98,0,13,0,0,0,2,0,0,0,1
Tsygankov,Girona FC,13.046.590€,116,20,1492,3,6,3,24,9,16,9,75,239,0,19,0,0,0,0,0,1,0,0
Ferran Torres,FC Barcelona,2.930.841€,116,36,1382,4,2,8,19,4,29,13,54,242,1,11,1,0,0,5,0,0,0,0
Abde,C.A. Osasuna,3.646.515€,116,28,1513,4,2,1,17,7,51,16,74,336,0,15,1,0,0,2,1,0,0,0
Milla,Getafe CF,1.397.999€,115,30,1861,0,3,0,32,24,12,1,179,254,0,21,0,0,1,4,1,0,0,0
Vini Souza,RCD Espanyol,1.517.010€,115,36,2433,1,1,0,1,47,11,4,200,234,0,47,0,0,2,8,1,0,0,0
Kike Barja,C.A. Osasuna,1.084.928€,114,38,1315,1,6,7,29,2,38,6,69,296,0,18,0,0,0,1,0,0,0,0
Alaba,Real Madrid,34.359.261€,113,26,1840,1,3,1,9,36,3,3,106,160,0,18,0,0,1,3,0,0,0,0
Aleñá,Getafe CF,1.209.310€,113,35,2125,2,2,2,9,15,21,10,124,288,0,27,0,0,1,10,1,0,0,0
Rakitic,Sevilla FC,1.819.464€,113,36,1788,1,3,2,29,19,4,10,135,288,1,25,1,0,0,3,0,0,0,0
Stuani,Girona FC,1.103.899€,112,33,1071,9,0,2,1,5,0,21,28,75,1,16,0,0,0,8,0,0,0,0
Guruzeta,Athletic Club,1.098.072€,112,38,1421,6,1,1,1,8,9,19,53,182,0,16,0,0,0,2,0,0,0,0
Javi Sánchez,Real Valladolid,1.323.665€,112,34,2395,1,0,0,0,112,6,2,162,226,0,43,0,0,2,11,0,0,0,0
Reinildo,Atlético de Madrid,3.324.933€,112,23,1861,0,0,0,4,53,6,1,157,193,0,17,0,0,0,4,0,0,0,0
Óscar Plano,Real Valladolid,1.099.187€,111,38,2047,1,1,4,7,18,9,12,133,248,0,33,0,0,0,3,0,1,0,0
Kluivert,Valencia CF,1.745.587€,111,27,1450,6,0,4,18,3,26,18,75,220,0,21,0,0,0,4,0,1,0,0
Bono,Sevilla FC,2.636.501€,111,38,2152,0,0,0,0,19,0,0,184,237,0,41,0,67,0,2,0,0,1,0
Mascarell,Elche CF,1.069.968€,110,28,2450,0,1,2,14,50,19,3,202,216,0,52,0,0,0,6,0,0,0,0
Marcos Llorente,Atlético de Madrid,9.278.553€,109,24,1710,1,2,7,4,17,12,10,125,208,0,11,0,0,1,5,0,0,0,0
Aguado,Real Valladolid,1.111.891€,109,38,1882,1,2,4,13,14,12,6,144,253,0,36,0,0,1,3,0,0,0,0
Nacho,Real Madrid,4.273.541€,108,36,1632,1,1,1,1,33,10,4,108,124,0,14,0,0,0,7,0,0,0,1
Cervi,RC Celta,1.111.271€,108,37,1890,0,4,2,27,14,20,6,184,326,0,37,1,0,0,2,0,0,0,0
Maksimovic,Getafe CF,1.274.389€,107,36,2066,0,0,0,3,25,3,7,134,152,0,26,0,0,0,3,0,0,0,0
Roque Mesa,Real Valladolid,1.411.864€,107,36,1626,2,1,1,4,18,15,11,156,233,0,23,0,0,1,9,1,0,0,0
Rubén García,C.A. Osasuna,1.138.515€,106,33,1151,2,2,3,30,9,5,5,79,204,0,13,0,0,0,2,0,0,0,0
Aridane,C.A. Osasuna,1.389.558€,105,35,1790,0,1,1,0,94,6,1,134,146,0,25,0,0,0,1,0,0,0,1
Jaume Costa,RCD Mallorca,1.131.176€,105,33,2608,0,1,2,23,37,10,6,147,358,0,32,0,0,0,10,0,0,0,0
Yuri,Athletic Club,2.691.507€,105,30,2405,1,1,2,15,49,11,8,209,324,0,32,0,0,1,7,0,1,0,0
Sergi Roberto,FC Barcelona,2.383.385€,104,29,1305,4,1,1,7,13,5,6,72,105,0,10,0,0,0,3,0,0,0,0
Morales,Villarreal CF,1.894.992€,104,30,1204,7,0,2,3,2,17,22,31,139,0,11,0,0,0,2,0,0,0,0
Álex Fernández,Cádiz CF,1.107.907€,104,31,1572,3,0,1,14,20,5,9,85,163,0,26,0,0,0,0,0,0,0,0
Brian Oliván,RCD Espanyol,1.111.781€,104,31,2412,1,7,6,36,59,4,4,170,451,0,44,0,0,0,7,0,0,0,0
Leo Baptistao,UD Almería,1.071.908€,103,27,1717,5,1,1,5,10,11,15,118,265,0,30,0,0,0,5,0,0,0,0
Manu Sánchez,C.A. Osasuna,1.140.049€,103,38,2117,0,2,0,24,38,16,3,144,298,0,26,0,0,0,3,0,1,0,0
Sergio León,Real Valladolid,1.090.394€,103,36,1330,6,1,3,1,4,10,18,46,145,1,28,1,0,0,0,0,0,0,0
Ramazani,UD Almería,1.092.739€,103,37,1394,3,1,2,4,6,32,19,68,201,1,31,0,0,1,6,0,1,0,0
Larsen,RC Celta,1.077.465€,103,33,1664,4,3,2,1,22,13,16,43,215,0,32,0,0,0,3,0,1,0,0
Barrenetxea,Real Sociedad,1.176.747€,103,28,872,3,1,1,3,7,35,13,80,171,0,5,0,0,0,4,0,0,0,0
Ayoze Pérez,Real Betis,8.832.574€,103,18,1377,3,1,3,0,3,41,14,79,176,0,17,0,0,0,3,0,2,0,0
Raúl García,Athletic Club,1.106.915€,103,38,945,2,3,2,2,7,6,15,38,144,0,13,0,0,0,4,0,0,0,0
Foyth,Villarreal CF,9.119.281€,102,27,1961,1,0,3,4,56,26,4,144,217,0,24,0,0,1,6,0,0,0,0
Samú Costa,UD Almería,1.124.467€,102,38,1984,1,2,1,0,62,9,7,179,287,0,47,0,0,0,5,0,0,0,0
Iván Sánchez,Real Valladolid,1.073.228€,101,37,1122,1,1,4,12,4,31,7,70,153,0,19,0,0,0,0,0,0,0,0
Yunus,Valencia CF,1.235.232€,101,34,2123,0,2,3,6,16,27,4,109,280,0,26,1,0,0,10,0,0,0,0
Savic,Atlético de Madrid,6.310.886€,101,23,1945,0,0,0,0,59,2,1,135,148,0,17,2,0,0,5,0,0,0,0
Guillamón,Valencia CF,2.596.997€,101,36,1633,1,4,3,23,28,1,2,115,201,0,23,0,0,2,5,0,0,0,1
David López,Girona FC,1.133.414€,101,27,1656,3,1,1,0,63,7,8,122,130,0,24,0,0,0,5,0,0,0,0
Suso,Sevilla FC,1.173.927€,100,34,1060,2,4,3,16,2,25,11,57,176,0,15,0,0,0,1,0,0,0,0
Marchesín,RC Celta,1.212.997€,100,19,1710,0,0,0,0,12,0,0,140,187,0,29,0,44,0,3,0,0,2,0
Sabaly,Real Betis,1.563.377€,99,27,1680,1,1,0,1,48,18,3,125,235,0,18,0,0,0,2,0,0,0,0
Pedraza,Villarreal CF,1.683.543€,99,28,1636,0,3,4,12,22,21,10,105,275,0,15,0,0,0,5,0,0,0,0
Luiz Felipe,Real Betis,2.505.217€,98,25,1751,0,0,2,1,100,4,1,106,142,0,23,3,0,0,3,0,0,0,0
Lemar,Atlético de Madrid,1.490.822€,98,29,1257,1,3,3,10,10,19,6,83,179,0,10,0,0,0,1,0,0,0,0
Pere Milla,Elche CF,1.069.117€,98,32,1873,6,1,2,3,20,14,13,102,265,0,44,0,0,0,7,0,1,0,0
Lo Celso,Villarreal CF,3.693.187€,98,23,1128,2,3,6,8,2,22,7,69,186,0,12,0,0,0,3,0,0,0,0
El Bilal Touré,UD Almería,1.130.058€,97,24,1273,7,2,0,2,21,6,15,50,141,0,23,0,0,0,0,0,0,0,0
Unai López,Rayo Vallecano,1.096.253€,97,38,1242,1,2,0,13,6,12,10,114,243,0,20,0,0,0,2,0,0,0,0
Joaquín F.,Real Valladolid,1.149.729€,97,33,2157,1,0,0,0,99,1,2,121,188,0,42,0,0,1,4,0,0,0,1
Óscar,RC Celta,1.123.490€,97,36,1769,2,0,2,18,13,11,18,140,277,0,31,0,0,1,6,0,0,0,0
Damián,Getafe CF,1.144.001€,97,33,1958,1,1,3,20,30,13,1,146,366,0,20,0,0,0,7,0,0,0,0
Sergi Guardiola,Cádiz CF,1.105.463€,97,34,1677,3,0,0,2,13,11,18,59,221,0,16,0,0,0,3,0,0,0,0
Mitrovic,Getafe CF,1.270.023€,97,38,1677,0,0,0,0,89,0,0,80,113,0,17,0,0,0,4,0,0,0,0
Alderete,Getafe CF,1.242.440€,97,31,2049,1,1,2,0,83,14,8,166,395,0,24,0,0,0,9,0,0,0,0
Miranda,Real Betis,1.626.923€,96,37,1475,3,2,5,14,52,9,8,99,277,0,18,1,0,1,1,0,0,0,0
Pozo,UD Almería,1.145.685€,96,33,1875,0,3,7,19,34,12,2,161,346,0,26,0,0,1,2,0,0,0,0
Gorosabel,Real Sociedad,1.346.789€,95,32,1710,0,0,2,13,21,9,1,99,192,0,19,0,0,0,3,0,0,0,0
Badé,Sevilla FC,6.541.054€,95,18,1360,1,0,0,0,65,6,2,111,115,0,14,0,0,0,4,0,0,0,0
Samu Castillejo,Valencia CF,1.133.275€,94,29,1367,4,0,5,25,0,22,11,74,258,0,15,0,0,0,7,0,0,0,0
Sergi Gómez,RCD Espanyol,1.093.187€,94,33,2341,0,0,0,1,113,0,3,143,167,0,46,2,0,0,1,0,0,0,0
Acuña,Sevilla FC,1.473.813€,94,30,1912,3,2,9,45,33,24,5,163,411,0,34,3,0,1,9,0,0,0,0
Cavani,Valencia CF,3.729.035€,93,26,1458,5,2,3,0,10,4,12,39,135,1,15,0,0,0,6,0,0,0,0
Nico,Valencia CF,1.186.326€,93,26,1410,1,1,1,0,14,26,4,113,134,0,21,0,0,1,1,0,0,0,1
De La Torre,RC Celta,1.089.260€,93,33,1488,0,2,2,4,5,12,3,108,162,0,17,0,0,0,6,0,0,0,0
Oyarzabal,Real Sociedad,31.424.086€,93,24,1217,4,1,4,9,4,8,11,60,169,1,12,0,0,0,1,0,1,0,0
San Emeterio,Cádiz CF,1.086.333€,92,33,1855,0,1,1,0,28,2,1,105,157,0,23,0,0,0,14,0,0,0,0
Portu,Getafe CF,1.068.588€,92,35,1757,0,3,1,23,13,10,6,110,301,0,24,0,0,0,5,1,0,0,0
Munir,Getafe CF,1.095.119€,92,33,1147,3,1,2,24,4,12,11,75,247,0,14,0,0,0,4,0,0,0,0
Fidel,Elche CF,1.117.615€,92,28,1728,3,2,6,14,7,30,4,106,366,0,29,0,0,0,6,0,0,0,0
Lucas Vázquez,Real Madrid,1.717.945€,92,32,1140,4,1,2,11,10,14,7,69,163,0,12,0,0,0,2,0,1,0,0
Larin,Real Valladolid,3.302.520€,92,19,1455,7,3,4,1,16,12,18,39,192,0,26,0,0,1,4,0,0,0,0
Ruibal,Real Betis,1.075.632€,91,36,1451,0,0,5,6,33,32,6,126,263,0,13,1,0,0,4,0,0,0,0
Saúl,Atlético de Madrid,2.440.304€,91,37,1087,3,1,1,1,25,11,10,65,143,0,14,0,0,1,8,0,0,0,0
Balliu,Rayo Vallecano,1.153.622€,90,37,3238,0,0,3,21,66,12,1,172,481,0,47,0,0,2,6,0,0,0,2
Rafa Mir,Sevilla FC,1.233.407€,90,38,1297,6,0,1,0,11,0,16,45,132,0,24,0,0,0,1,0,0,0,0
El Yamiq,Real Valladolid,1.090.794€,89,30,1608,1,0,0,0,92,8,4,161,195,0,33,1,0,1,2,0,0,0,0
Baba,RCD Mallorca,1.098.612€,89,35,1747,0,0,0,0,33,10,3,134,157,0,24,0,0,0,5,0,0,0,0
Dani García,Athletic Club,1.072.708€,89,31,1491,0,2,1,2,22,2,1,115,156,0,19,0,0,0,6,0,0,0,0
Brian Ocampo,Cádiz CF,1.124.496€,88,19,1128,1,1,3,15,2,15,2,95,172,0,17,0,0,0,2,0,0,0,0
Fali,Cádiz CF,1.139.209€,88,32,1720,0,0,1,0,70,2,2,108,149,0,25,0,0,0,6,0,0,0,0
Guardado,Real Betis,1.076.830€,88,35,1372,1,1,2,4,22,5,3,144,163,0,23,0,0,0,7,0,0,0,0
Melamed,RCD Espanyol,1.132.472€,87,38,1246,1,2,4,11,1,18,12,73,191,0,28,0,0,0,4,0,0,0,0
Toni Villa,Girona FC,1.070.476€,87,29,986,1,3,2,6,1,24,3,67,186,0,13,0,0,0,2,0,0,0,0
Illarramendi,Real Sociedad,1.502.847€,87,37,1075,1,0,0,1,15,7,3,84,117,0,5,0,0,0,5,0,0,0,0
Aritz,Real Sociedad,1.137.252€,86,29,1449,0,1,2,2,41,5,0,78,182,0,14,1,0,0,5,0,0,0,0
Cömert,Valencia CF,1.111.616€,86,35,1674,1,0,0,0,72,2,6,134,128,0,22,1,0,0,5,0,0,0,0
Escalante,Cádiz CF,1.570.621€,86,14,1081,4,1,2,2,23,6,8,98,127,0,13,0,0,1,4,0,0,0,0
Fernando,Sevilla FC,1.205.106€,85,24,1581,0,1,1,0,27,3,0,123,130,0,21,1,0,0,3,0,0,0,1
Luis Suárez,UD Almería,1.629.844€,85,19,1416,4,4,4,4,10,18,13,49,199,0,26,1,0,0,4,0,1,0,0
Iván Villar,RC Celta,1.257.030€,85,38,1710,0,0,0,0,15,0,0,140,185,0,24,0,38,0,0,0,0,0,0
Clerc,Elche CF,1.069.000€,85,37,2646,0,1,3,14,84,25,3,178,419,0,50,0,0,0,5,0,0,0,0
Juan Iglesias,Getafe CF,1.078.314€,85,35,2142,1,0,2,18,67,10,9,153,454,0,32,0,0,0,8,0,0,0,0
Lozano,Cádiz CF,1.070.079€,84,33,1439,1,1,0,2,17,17,9,52,218,0,19,0,0,0,6,0,1,0,0
Thierry Correia,Valencia CF,1.311.256€,84,27,2016,0,0,1,23,46,12,0,175,381,0,26,0,0,0,5,0,2,0,0
Pacheco,RCD Espanyol,1.206.673€,84,30,1530,0,0,0,0,19,0,0,150,169,0,35,0,59,0,0,0,0,1,0
Eric García,FC Barcelona,1.267.666€,83,38,1414,1,0,1,0,34,2,1,107,131,0,10,0,0,2,3,0,0,0,0
Josan,Elche CF,1.136.680€,82,36,1068,1,3,4,11,12,19,3,74,172,0,18,0,0,1,3,0,0,0,0
Kike García,C.A. Osasuna,1.075.092€,82,37,998,2,0,4,0,13,11,12,34,160,0,18,0,0,0,5,0,2,0,0
Óscar Gil,RCD Espanyol,1.085.304€,82,33,2566,0,1,3,8,44,20,2,163,328,0,48,0,0,1,14,0,0,0,0
Ezequiel Ponce,Elche CF,1.068.473€,81,36,1113,4,0,0,0,12,4,9,37,145,0,17,1,0,0,2,0,1,0,0
Navas,Sevilla FC,1.121.080€,81,36,1980,0,0,1,22,40,9,3,148,365,0,27,0,0,0,5,0,0,0,1
Aihen,Real Sociedad,1.354.231€,81,33,1756,0,1,3,14,30,18,3,112,313,0,21,0,0,0,2,0,0,0,0
Pathé Ciss,Rayo Vallecano,1.089.077€,81,38,1268,1,0,0,0,34,4,5,120,156,0,27,0,0,0,4,0,0,0,1
Iñigo Martínez,Athletic Club,9.978.140€,81,19,1339,1,0,0,0,54,0,3,109,152,0,16,0,0,0,1,0,0,0,0
Foulquier,Valencia CF,1.076.662€,80,38,1727,0,2,2,19,36,20,0,126,341,0,24,0,0,0,4,0,0,0,0
Kondogbia,Atlético de Madrid,1.199.353€,79,34,1001,0,2,2,0,11,4,0,130,85,0,10,0,0,0,5,0,0,0,0
De La Hoz,UD Almería,1.073.153€,79,33,1673,1,0,3,2,35,4,2,96,140,0,30,0,0,1,6,0,0,0,0
Akieme,UD Almería,1.097.741€,78,33,2298,1,0,3,20,35,25,7,141,315,0,45,0,0,0,5,0,0,0,0
Edu Expósito,RCD Espanyol,1.097.665€,78,37,1158,2,2,3,10,20,13,7,79,189,0,26,1,0,0,3,0,0,0,0
Diego Rico,Real Sociedad,1.147.476€,78,31,1647,0,0,2,13,38,11,3,115,284,0,14,0,0,0,3,0,0,0,0
Mandi,Villarreal CF,1.168.689€,77,38,1459,0,0,0,0,58,1,2,83,92,0,17,0,0,0,1,0,0,0,0
Antonio Sánchez,RCD Mallorca,1.068.505€,77,37,1065,0,0,4,7,7,10,6,118,190,0,19,0,0,1,5,0,1,0,0
Dmitrovic,Sevilla FC,1.306.780€,77,36,1268,0,0,0,0,12,0,0,133,240,0,13,0,44,0,2,0,0,0,0
Yan Couto,Girona FC,1.082.152€,77,29,1154,1,2,4,18,10,27,1,85,223,0,15,0,0,0,3,0,0,0,0
Marcos Alonso,FC Barcelona,1.444.520€,76,34,1161,1,0,0,6,31,1,2,94,116,0,11,0,0,1,3,0,0,0,0
Unai García,C.A. Osasuna,1.095.882€,76,36,1718,0,1,0,2,54,5,2,109,175,0,19,1,0,1,6,0,0,0,0
Cabrera,RCD Espanyol,1.106.386€,76,34,2671,0,1,2,7,106,6,7,181,401,0,54,1,0,1,8,1,0,0,1
Tapia,RC Celta,1.126.090€,76,33,1450,0,0,1,3,34,11,4,101,153,0,28,0,0,1,6,1,0,0,0
Álex Telles,Sevilla FC,1.130.536€,76,30,1426,0,2,2,23,34,12,1,100,212,0,24,0,0,0,6,0,1,0,0
Escudero,Real Valladolid,1.083.968€,75,33,1439,1,0,3,17,37,7,10,116,249,0,21,0,0,0,3,0,0,0,0
Lázaro,UD Almería,1.280.071€,75,35,711,6,0,1,2,1,15,13,35,93,0,13,0,0,0,1,0,0,0,0
Amath,RCD Mallorca,1.068.433€,75,31,1219,2,0,2,4,4,14,9,66,168,0,14,1,0,0,2,0,1,0,0
Carvajal,Real Madrid,2.990.450€,74,32,1788,0,2,1,9,41,9,0,126,234,0,22,0,0,1,6,1,0,0,0
Montiel,Sevilla FC,1.163.743€,74,34,1521,0,3,3,9,33,10,1,120,241,0,28,1,0,0,8,0,0,0,0
Pape Gueye,Sevilla FC,3.373.128€,74,15,1094,1,3,3,1,10,13,5,102,138,0,18,1,0,0,2,2,2,0,0
Sergio Herrera,C.A. Osasuna,1.301.455€,74,36,1530,0,0,0,0,7,1,0,151,225,0,23,0,49,1,3,0,0,1,1
Cenk,Valencia CF,1.073.475€,73,35,1363,0,0,0,2,49,9,2,118,137,0,18,0,0,0,1,0,0,0,0
Gabriel Paulista,Valencia CF,1.229.646€,73,29,1504,1,0,0,0,77,0,2,114,131,0,24,1,0,1,2,1,0,0,0
Kessié,FC Barcelona,1.552.727€,73,34,959,1,1,1,1,10,8,3,71,102,0,7,0,0,0,4,0,0,0,0
Juanmi,Real Betis,1.628.752€,73,25,920,4,0,2,0,3,12,8,50,93,0,18,0,0,0,3,0,0,0,0
Javi Hernández,Girona FC,1.070.826€,73,32,1087,1,2,2,5,36,11,6,75,147,0,18,0,0,1,3,0,0,0,0
Juan Cruz,C.A. Osasuna,1.081.115€,72,36,2058,0,0,1,12,50,6,0,108,267,0,27,0,0,0,7,0,0,0,0
Hugo Mallo,RC Celta,1.137.158€,72,33,2170,0,1,3,11,64,7,7,147,363,0,34,0,0,1,5,1,0,0,0
Hugo Duro,Valencia CF,1.074.142€,72,35,1376,1,1,3,1,7,2,10,38,130,1,20,0,0,0,5,0,0,0,0
Valery,Girona FC,1.077.210€,71,34,957,0,2,2,5,6,12,0,58,102,0,14,0,0,1,1,0,1,0,0
Portillo,UD Almería,1.068.452€,71,38,703,2,1,1,6,7,8,2,61,119,0,16,0,0,0,1,0,0,0,0
Calero,RCD Espanyol,1.081.237€,71,36,1617,0,1,1,0,50,0,3,101,169,0,29,0,0,0,6,0,0,0,0
Momo Cho,Real Sociedad,1.104.061€,70,24,577,1,2,5,9,2,15,12,35,114,0,9,0,0,0,1,0,1,0,0
Claudio Bravo,Real Betis,1.297.780€,70,33,1080,0,0,0,0,8,0,0,93,159,0,9,0,35,0,2,0,0,0,0
Fresneda,Real Valladolid,1.136.582€,69,34,1775,0,0,3,12,42,15,1,116,272,0,34,0,0,0,3,0,0,0,0
Lato,Valencia CF,1.068.633€,69,33,909,1,0,0,10,12,7,1,56,112,0,11,0,0,0,1,0,0,0,0
Bigas,Elche CF,1.081.715€,69,32,2024,0,0,0,1,93,5,8,158,228,0,41,2,0,1,3,0,1,0,0
Jordán,Sevilla FC,1.078.039€,68,27,1596,0,1,0,2,13,5,3,129,163,0,28,0,0,0,8,0,0,0,0
Roger,Cádiz CF,1.075.864€,68,33,1299,1,1,1,3,15,7,7,53,155,0,21,0,0,0,3,0,0,0,0
Brasanac,C.A. Osasuna,1.068.738€,68,27,1034,1,1,1,1,9,4,5,62,106,0,14,0,0,1,5,0,0,0,0
Yangel Herrera,Girona FC,1.097.210€,68,21,965,2,2,3,4,12,11,9,49,144,0,19,0,0,0,4,0,0,0,0
Jon Pacheco,Real Sociedad,1.107.648€,67,33,1189,0,1,0,0,38,2,0,68,104,0,13,0,0,1,2,0,0,0,0
Ocampos,Sevilla FC,4.040.322€,67,22,1162,4,0,1,8,5,23,10,80,212,0,20,0,0,0,7,0,1,0,0
Alberto Moreno,Villarreal CF,1.099.401€,67,30,1294,0,1,2,10,23,6,3,84,161,0,15,0,0,0,7,0,0,0,0
Simeone,Atlético de Madrid,1.078.440€,67,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.D.T.,Rayo Vallecano,3.229.766€,67,21,804,4,0,1,2,6,18,17,21,97,1,13,0,0,0,2,0,0,0,0
Lekue,Athletic Club,1.074.167€,67,31,1321,0,1,0,9,24,11,1,131,212,0,15,0,0,0,1,0,0,0,0
César Montes,RCD Espanyol,1.148.683€,66,18,1493,3,0,0,1,83,2,6,99,180,0,38,0,0,1,5,0,0,0,0
Mendy,Real Madrid,2.205.736€,66,23,1360,0,1,0,1,12,17,0,90,111,0,17,0,0,0,2,0,0,0,0
