Nombre,Puntos,Posicion,Precio
J. Bellingham,169,mediocentro,24262000
T. Kubo,121,mediocentro,20904000
Pepelu,115,mediocentro,15714000
N. Williams,115,mediocentro,17801000
Isco,113,mediocentro,19605000
A. García,107,mediocentro,20771000
Gavi,97,mediocentro,6598000
M. Zubimendi,96,mediocentro,16692000
F. De Jong,91,mediocentro,17706000
K. Rodríguez,90,mediocentro,15190000
